community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
YongdaXincheng,A000003555,resident,renter,1,H000001009,5,6931.6,U000001521,L,122.38,30,95531.68,"You are a 30-year-old owner-occupier with an annual personal income of about 95,532 RMB and a current housing area of about 122.4 sqm."
YongdaXincheng,A000003556,resident,owner_occupier,1,H000001010,3,4835.06,U000001522,M,80.62,50,94245.83,"You are a 50-year-old owner-occupier with an annual personal income of about 94,246 RMB and a current housing area of about 80.6 sqm."
YongdaXincheng,A000003557,resident,owner_occupier,1,H000001010,3,4835.06,U000001522,M,80.62,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 80.6 sqm.
YongdaXincheng,A000003558,resident,owner_occupier,1,H000001010,3,4835.06,U000001522,M,80.62,50,46735.9,"You are a 50-year-old owner-occupier with an annual personal income of about 46,736 RMB and a current housing area of about 80.6 sqm."
YongdaXincheng,A000003559,resident,renter,1,H000001011,1,3732.14,U000001523,S,56.8,59,48857.68,"You are a 59-year-old owner-occupier with an annual personal income of about 48,858 RMB and a current housing area of about 56.8 sqm."
YongdaXincheng,A000003560,resident,owner_occupier,1,H000001012,2,4523.99,U000001524,M,74.01,78,29145.5,"You are a 78-year-old owner-occupier with an annual personal income of about 29,146 RMB and a current housing area of about 74.0 sqm."
YongdaXincheng,A000003561,resident,owner_occupier,1,H000001012,2,4523.99,U000001524,M,74.01,55,81247.16,"You are a 55-year-old owner-occupier with an annual personal income of about 81,247 RMB and a current housing area of about 74.0 sqm."
YongdaXincheng,A000003562,resident,renter,1,H000001013,2,4213.62,U000001525,M,75.75,66,28229.9,"You are a 66-year-old owner-occupier with an annual personal income of about 28,230 RMB and a current housing area of about 75.8 sqm."
YongdaXincheng,A000003563,resident,renter,1,H000001013,2,4213.62,U000001525,M,75.75,4,0.0,You are a 4-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 75.8 sqm.
YongdaXincheng,A000003564,absentee_owner_vacant,owner_occupier,0,,0,18678.87,U000001526,M,73.24,35,224146.44,"You are a 35-year-old vacant owner with an annual personal income of about 224,146 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003565,absentee_owner_vacant,owner_occupier,0,,0,20518.83,U000001527,M,74.99,40,246226.0,"You are a 40-year-old vacant owner with an annual personal income of about 246,226 RMB and a current housing area of about 75.0 sqm."
YongdaXincheng,A000003566,absentee_owner_vacant,owner_occupier,0,,0,29426.94,U000001528,L,102.87,43,353123.27,"You are a 43-year-old vacant owner with an annual personal income of about 353,123 RMB and a current housing area of about 102.9 sqm."
YongdaXincheng,A000003567,absentee_owner_vacant,owner_occupier,0,,0,54981.2,U000001529,S,55.39,66,659774.42,"You are a 66-year-old vacant owner with an annual personal income of about 659,774 RMB and a current housing area of about 55.4 sqm."
YongdaXincheng,A000003568,absentee_owner_vacant,owner_occupier,0,,0,12189.1,U000001530,M,81.25,52,146269.26,"You are a 52-year-old vacant owner with an annual personal income of about 146,269 RMB and a current housing area of about 81.2 sqm."
YongdaXincheng,A000003569,absentee_owner_vacant,owner_occupier,0,,0,22661.0,U000001531,M,88.9,59,271931.96,"You are a 59-year-old vacant owner with an annual personal income of about 271,932 RMB and a current housing area of about 88.9 sqm."
YongdaXincheng,A000003570,absentee_owner_vacant,owner_occupier,0,,0,20007.8,U000001532,M,73.91,64,240093.56,"You are a 64-year-old vacant owner with an annual personal income of about 240,094 RMB and a current housing area of about 73.9 sqm."
YongdaXincheng,A000003571,absentee_owner_vacant,owner_occupier,0,,0,15958.63,U000001533,M,82.83,48,191503.6,"You are a 48-year-old vacant owner with an annual personal income of about 191,504 RMB and a current housing area of about 82.8 sqm."
YongdaXincheng,A000003572,resident,renter,1,H000001014,4,6835.11,U000001534,L,123.6,6,0.0,You are a 6-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 123.6 sqm.
YongdaXincheng,A000003573,resident,renter,1,H000001014,4,6835.11,U000001534,L,123.6,30,85368.9,"You are a 30-year-old owner-occupier with an annual personal income of about 85,369 RMB and a current housing area of about 123.6 sqm."
YongdaXincheng,A000003574,resident,renter,1,H000001014,4,6835.11,U000001534,L,123.6,20,66162.83,"You are a 20-year-old owner-occupier with an annual personal income of about 66,163 RMB and a current housing area of about 123.6 sqm."
YongdaXincheng,A000003575,resident,renter,1,H000001014,4,6835.11,U000001534,L,123.6,79,55034.02,"You are a 79-year-old owner-occupier with an annual personal income of about 55,034 RMB and a current housing area of about 123.6 sqm."
YongdaXincheng,A000003576,absentee_owner_vacant,owner_occupier,0,,0,10486.82,U000001535,L,114.61,55,125841.87,"You are a 55-year-old vacant owner with an annual personal income of about 125,842 RMB and a current housing area of about 114.6 sqm."
YongdaXincheng,A000003577,resident,owner_occupier,1,H000001015,3,6230.12,U000001536,M,75.1,76,62406.35,"You are a 76-year-old owner-occupier with an annual personal income of about 62,406 RMB and a current housing area of about 75.1 sqm."
YongdaXincheng,A000003578,resident,owner_occupier,1,H000001015,3,6230.12,U000001536,M,75.1,50,56118.48,"You are a 50-year-old owner-occupier with an annual personal income of about 56,118 RMB and a current housing area of about 75.1 sqm."
YongdaXincheng,A000003579,resident,owner_occupier,1,H000001015,3,6230.12,U000001536,M,75.1,18,82757.66,"You are a 18-year-old owner-occupier with an annual personal income of about 82,758 RMB and a current housing area of about 75.1 sqm."
YongdaXincheng,A000003580,resident,owner_occupier,1,H000001016,3,5675.18,U000001537,M,75.25,12,0.0,You are a 12-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 75.2 sqm.
YongdaXincheng,A000003581,resident,owner_occupier,1,H000001016,3,5675.18,U000001537,M,75.25,36,113897.47,"You are a 36-year-old owner-occupier with an annual personal income of about 113,897 RMB and a current housing area of about 75.2 sqm."
YongdaXincheng,A000003582,resident,owner_occupier,1,H000001016,3,5675.18,U000001537,M,75.25,84,43093.06,"You are a 84-year-old owner-occupier with an annual personal income of about 43,093 RMB and a current housing area of about 75.2 sqm."
YongdaXincheng,A000003583,absentee_owner_vacant,owner_occupier,0,,0,19674.73,U000001538,L,96.37,54,236096.71,"You are a 54-year-old vacant owner with an annual personal income of about 236,097 RMB and a current housing area of about 96.4 sqm."
YongdaXincheng,A000003584,resident,owner_occupier,1,H000001017,5,10752.11,U000001539,L,105.69,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 105.7 sqm.
YongdaXincheng,A000003585,resident,owner_occupier,1,H000001017,5,10752.11,U000001539,L,105.69,71,59340.6,"You are a 71-year-old owner-occupier with an annual personal income of about 59,341 RMB and a current housing area of about 105.7 sqm."
YongdaXincheng,A000003586,resident,owner_occupier,1,H000001017,5,10752.11,U000001539,L,105.69,41,140355.34,"You are a 41-year-old owner-occupier with an annual personal income of about 140,355 RMB and a current housing area of about 105.7 sqm."
YongdaXincheng,A000003587,resident,owner_occupier,1,H000001017,5,10752.11,U000001539,L,105.69,89,39574.67,"You are a 89-year-old owner-occupier with an annual personal income of about 39,575 RMB and a current housing area of about 105.7 sqm."
YongdaXincheng,A000003588,resident,owner_occupier,1,H000001017,5,10752.11,U000001539,L,105.69,35,157997.46,"You are a 35-year-old owner-occupier with an annual personal income of about 157,997 RMB and a current housing area of about 105.7 sqm."
YongdaXincheng,A000003589,absentee_owner_vacant,owner_occupier,0,,0,15966.5,U000001540,M,84.89,48,191597.97,"You are a 48-year-old vacant owner with an annual personal income of about 191,598 RMB and a current housing area of about 84.9 sqm."
YongdaXincheng,A000003590,resident,owner_occupier,1,H000001018,1,3828.5,U000001541,S,45.95,26,30499.03,"You are a 26-year-old owner-occupier with an annual personal income of about 30,499 RMB and a current housing area of about 46.0 sqm."
YongdaXincheng,A000003591,resident,renter,1,H000001019,2,6678.58,U000001542,M,74.39,5,0.0,You are a 5-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 74.4 sqm.
YongdaXincheng,A000003592,resident,renter,1,H000001019,2,6678.58,U000001542,M,74.39,69,42500.39,"You are a 69-year-old owner-occupier with an annual personal income of about 42,500 RMB and a current housing area of about 74.4 sqm."
YongdaXincheng,A000003593,resident,owner_occupier,1,H000001020,1,4472.33,U000001543,S,59.12,62,40492.69,"You are a 62-year-old owner-occupier with an annual personal income of about 40,493 RMB and a current housing area of about 59.1 sqm."
YongdaXincheng,A000003594,resident,renter,1,H000001021,5,10911.73,U000001544,L,122.39,60,127235.77,"You are a 60-year-old owner-occupier with an annual personal income of about 127,236 RMB and a current housing area of about 122.4 sqm."
YongdaXincheng,A000003595,resident,renter,1,H000001021,5,10911.73,U000001544,L,122.39,62,121592.13,"You are a 62-year-old owner-occupier with an annual personal income of about 121,592 RMB and a current housing area of about 122.4 sqm."
YongdaXincheng,A000003596,resident,renter,1,H000001021,5,10911.73,U000001544,L,122.39,13,0.0,You are a 13-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 122.4 sqm.
YongdaXincheng,A000003597,resident,renter,1,H000001021,5,10911.73,U000001544,L,122.39,34,113728.72,"You are a 34-year-old owner-occupier with an annual personal income of about 113,729 RMB and a current housing area of about 122.4 sqm."
YongdaXincheng,A000003598,resident,renter,1,H000001021,5,10911.73,U000001544,L,122.39,13,0.0,You are a 13-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 122.4 sqm.
YongdaXincheng,A000003599,resident,renter,1,H000001022,1,4523.15,U000001545,S,54.11,67,28143.35,"You are a 67-year-old owner-occupier with an annual personal income of about 28,143 RMB and a current housing area of about 54.1 sqm."
YongdaXincheng,A000003600,resident,owner_occupier,1,H000001023,3,9174.39,U000001546,M,83.96,78,65420.35,"You are a 78-year-old owner-occupier with an annual personal income of about 65,420 RMB and a current housing area of about 84.0 sqm."
YongdaXincheng,A000003601,resident,owner_occupier,1,H000001023,3,9174.39,U000001546,M,83.96,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 84.0 sqm.
YongdaXincheng,A000003602,resident,owner_occupier,1,H000001023,3,9174.39,U000001546,M,83.96,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 84.0 sqm.
YongdaXincheng,A000003603,resident,owner_occupier,1,H000001024,2,4937.38,U000001547,M,77.76,53,41607.08,"You are a 53-year-old owner-occupier with an annual personal income of about 41,607 RMB and a current housing area of about 77.8 sqm."
YongdaXincheng,A000003604,resident,owner_occupier,1,H000001024,2,4937.38,U000001547,M,77.76,88,46076.32,"You are a 88-year-old owner-occupier with an annual personal income of about 46,076 RMB and a current housing area of about 77.8 sqm."
YongdaXincheng,A000003605,resident,owner_occupier,1,H000001025,3,7041.18,U000001548,M,73.2,29,57044.72,"You are a 29-year-old owner-occupier with an annual personal income of about 57,045 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003606,resident,owner_occupier,1,H000001025,3,7041.18,U000001548,M,73.2,22,92416.89,"You are a 22-year-old owner-occupier with an annual personal income of about 92,417 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003607,resident,owner_occupier,1,H000001025,3,7041.18,U000001548,M,73.2,85,51130.14,"You are a 85-year-old owner-occupier with an annual personal income of about 51,130 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003608,absentee_owner_vacant,owner_occupier,0,,0,17876.05,U000001549,M,77.96,68,214512.58,"You are a 68-year-old vacant owner with an annual personal income of about 214,513 RMB and a current housing area of about 78.0 sqm."
YongdaXincheng,A000003609,absentee_owner_vacant,owner_occupier,0,,0,28704.72,U000001550,M,81.6,58,344456.65,"You are a 58-year-old vacant owner with an annual personal income of about 344,457 RMB and a current housing area of about 81.6 sqm."
YongdaXincheng,A000003610,resident,renter,1,H000001026,1,4517.33,U000001551,S,63.96,14,0.0,You are a 14-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 64.0 sqm.
YongdaXincheng,A000003611,resident,renter,1,H000001027,4,5677.37,U000001552,L,97.41,34,63836.57,"You are a 34-year-old owner-occupier with an annual personal income of about 63,837 RMB and a current housing area of about 97.4 sqm."
YongdaXincheng,A000003612,resident,renter,1,H000001027,4,5677.37,U000001552,L,97.41,74,29903.59,"You are a 74-year-old owner-occupier with an annual personal income of about 29,904 RMB and a current housing area of about 97.4 sqm."
YongdaXincheng,A000003613,resident,renter,1,H000001027,4,5677.37,U000001552,L,97.41,71,34477.19,"You are a 71-year-old owner-occupier with an annual personal income of about 34,477 RMB and a current housing area of about 97.4 sqm."
